AT,V,AP,RH
21.9,57.76,1017.45,66.89
22.21,69.71,1009.69,96.85
19.32,52.9,1016.86,68.2
23.2,61.02,1009.63,79.45
16.71,42.99,1007.72,75.35
13.21,41.2,1016.63,74.1
25.13,59.44,1012.38,77.92
23.3,52.84,1003.97,72.16
29.62,71.8,1011.05,63.13
24.99,51.43,1006.95,79.63
14.38,45.09,1012.95,86.1
17.18,63.09,1020.67,93.58
23.86,73.5,1011.34,87.32
14.7,44.9,1021.87,83.9
25.24,68.67,1006.76,76.95
28.18,71.85,1008.78,82.88
31.77,76.09,1007.4,73.36
17.88,45.87,1008.39,93.63
29.72,54.2,1012.86,38.48
11.02,44.58,1016.4,83.57
6.17,39.33,1012.57,93.32
26.2,60.07,1014.75,59.41
14.24,39.99,1009.3,83.75
15.75,39.16,1016.31,77.99
24.43,61.25,1011.66,85.24
31.03,69.59,1007.77,63.96
11.7,41.16,1019.58,87.49
33.63,77.54,1009.82,58.04
29.09,70.02,1010.13,48.06
25.68,46.21,1011.01,57.53
19.5,40.79,1003.8,89.45
32.16,66.25,1008.17,56.88
11.44,44.2,1018.14,84.9
33.73,69.88,1007.21,42.93
28.54,71.94,1007.4,65.99
10.33,40.0,1021.35,90.84
16.65,56.89,1013.52,87.44
25.14,49.02,1007.56,79.02
6.06,41.17,1019.67,84.7
9.34,38.08,1019.56,67.74
14.15,39.28,1013.5,77.63
16.71,46.18,1011.61,95.82
12.59,40.03,1018.76,85.4
30.74,71.77,1006.24,53.38
22.69,59.44,1012.97,83.47
17.28,39.99,1007.09,74.25
18.61,44.06,1016.91,75.01
29.76,73.56,1008.07,84.85
30.05,69.34,1008.26,61.5
24.66,69.94,1006.56,60.91
13.02,40.1,1014.43,87.32
21.31,69.05,1002.46,73.42
15.69,44.6,1014.06,61.51
6.91,37.49,1011.05,82.07
26.38,70.47,1007.36,76.91
18.02,53.16,1013.41,82.84
29.94,65.74,1012.4,46.94
24.67,49.5,1013.62,59.42
10.8,40.69,1014.3,87.44
15.95,42.24,1017.71,69.32
23.33,54.2,1012.47,79.48
27.02,71.25,1000.48,87.86
22.78,62.44,1011.79,75.43
26.01,61.47,1009.54,75.01
22.29,43.79,1015.68,41.75
14.41,42.77,1019.84,82.54
28.4,69.34,1009.76,70.4
19.09,56.51,1015.58,92.56
8.93,40.46,1019.03,71.0
24.27,60.37,1005.13,77.16
30.24,67.32,1014.07,46.53
24.67,63.56,1013.75,67.56
20.03,47.45,1009.04,77.56
20.77,56.85,1012.4,83.63
15.83,45.01,1013.39,81.9
13.16,43.41,1016.43,79.47
17.79,43.52,1020.65,68.29
21.39,63.9,1013.44,70.95
27.08,63.78,1015.04,50.8
10.48,37.5,1009.81,95.26
28.21,70.02,1010.58,51.34
15.79,49.21,1015.08,75.8
25.38,74.67,1016.61,81.34
17.01,50.59,1015.8,80.95
27.34,71.29,1008.32,56.51
13.32,44.2,1020.02,78.78
13.05,34.03,1018.31,64.99
15.17,54.3,1017.38,72.11
27.92,63.07,1010.75,45.26
25.87,63.47,1011.54,65.45
15.19,42.03,1017.38,71.66
31.6,73.17,1010.05,43.48
20.25,57.76,1016.28,77.76
16.75,36.99,1006.42,87.18
23.69,77.54,1009.32,89.7
28.95,73.4,1011.33,55.14
16.61,43.77,1012.25,77.23
24.18,58.49,1011.3,77.82
18.86,42.18,1001.16,98.58
5.76,45.87,1010.83,95.79
26.13,73.21,1002.12,92.02
11.85,42.07,1017.92,93.45
18.16,43.72,1008.64,75.22
10.68,38.38,1020.79,72.33
16.34,36.99,1006.99,90.06
16.74,38.01,1022.63,69.19
8.86,36.71,1025.64,79.65
22.78,58.96,1013.65,57.06
9.82,39.64,1010.79,69.22
16.51,41.79,1007.1,74.03
19.65,51.3,1014.81,90.23
26.88,74.78,1010.42,64.81
15.48,44.99,1011.94,69.95
19.82,63.9,1013.19,78.96
11.0,40.23,1019.08,86.5
29.07,71.64,1006.07,69.53
10.27,41.44,1017.04,77.09
20.14,46.33,1013.24,83.39
15.11,42.99,1007.53,85.75
12.88,44.0,1022.71,88.58
26.93,62.44,1011.02,70.05
26.17,48.6,1002.59,61.41
15.3,38.62,1017.19,70.63
22.88,50.23,1016.11,63.77
26.93,59.54,1004.02,75.5
18.89,63.09,1018.47,84.85
13.98,40.71,1022.72,71.83
14.66,40.89,1009.72,91.56
13.16,54.3,1017.33,82.43
29.27,64.69,1006.85,55.79
16.4,44.9,1009.22,82.31
23.37,63.87,1016.67,60.44
8.23,43.79,1016.11,82.11
23.68,51.3,1011.86,71.24
21.19,58.86,1014.19,68.96
25.99,59.54,1007.78,74.48
24.41,69.48,1008.34,76.13
27.16,47.43,1009.17,45.79
25.72,72.39,1003.01,86.38
31.18,77.95,1014.89,65.62
24.49,70.79,1005.51,88.65
12.61,41.58,1020.17,85.18
11.92,41.2,1016.99,81.24
10.56,39.13,1010.19,87.12
24.98,60.32,1015.63,57.19
30.84,66.75,1017.54,40.69
29.41,64.05,1009.82,67.4
11.1,40.0,1021.29,86.58
23.36,62.52,1016.18,68.18
7.47,40.64,1020.47,94.8
19.15,59.21,1018.41,88.9
29.23,75.6,1017.72,52.26
16.02,39.54,1007.73,72.81
6.18,41.38,1020.23,81.38
7.32,41.22,1015.42,97.25
19.68,44.34,1019.49,49.5
24.96,60.84,1018.13,59.51
6.63,39.37,1020.33,76.18
13.85,48.92,1011.68,79.24
22.08,41.1,1002.19,46.69
11.58,41.74,1020.41,74.09
25.14,60.37,1006.63,77.17
15.24,37.87,1020.52,84.49
18.83,58.46,1016.85,87.16
5.43,39.9,1007.5,86.27
18.23,45.01,1012.24,73.86
28.86,73.67,1006.65,68.23
23.38,58.82,1012.27,77.87
23.46,73.18,1012.07,88.14
12.87,39.3,1019.26,71.55
29.79,68.24,1009.19,65.49
8.9,40.77,1011.67,90.26
15.21,50.88,1014.24,100.11
12.36,41.74,1020.58,69.24
19.02,47.45,1007.44,76.76
12.39,49.83,1007.6,92.43
23.17,51.19,1009.5,76.15
17.85,53.16,1013.05,82.72
9.52,40.96,1023.48,86.49
31.0,77.95,1010.14,65.97
24.74,59.39,1015.23,74.64
13.58,39.28,1016.17,79.17
14.42,48.92,1011.76,76.03
21.8,51.3,1012.07,89.51
24.73,71.14,1009.07,68.87
9.88,40.0,1021.4,92.06
24.77,57.17,1010.66,73.0
15.49,54.3,1017.59,71.26
16.53,46.18,1010.2,95.42
13.98,54.3,1015.58,74.91
14.59,41.23,999.48,86.66
12.12,41.17,1017.68,78.72
22.27,50.05,1007.1,89.34
15.77,39.82,1013.01,79.1
20.83,44.78,1008.51,35.9
23.84,49.21,1013.1,44.72
15.33,52.05,1014.15,80.56
20.43,63.09,1016.46,91.78
6.08,35.79,1011.08,90.59
29.08,70.83,1007.98,51.95
33.18,72.29,1009.51,58.35
18.4,50.16,1011.51,98.07
25.21,64.63,1020.56,51.31
10.2,41.17,1019.56,82.46
11.41,41.54,1019.94,66.49
24.23,59.04,1011.91,71.79
14.54,39.39,1013.87,76.39
31.09,74.22,1007.56,46.36
27.11,66.49,1013.71,39.28
33.59,79.05,1007.79,63.55
25.31,60.75,1008.65,79.35
7.95,41.26,1008.48,97.92
25.49,47.45,1007.89,57.04
24.41,56.9,1006.58,77.94
22.26,60.77,1018.26,85.94
28.5,74.87,1009.67,53.78
22.33,45.87,1007.8,63.61
17.98,60.1,1009.61,84.11
19.97,50.78,1008.75,92.7
21.17,64.15,1021.25,62.38
25.78,59.15,1013.61,66.68
14.24,44.84,1023.6,94.06
7.49,39.81,1019.03,87.29
27.37,65.06,1013.09,50.92
26.65,74.16,1008.27,94.54
9.41,39.61,1016.14,78.38
25.24,68.28,1000.26,78.17
23.43,71.97,1009.42,94.27
24.97,54.2,1012.68,74.25
15.56,41.1,1004.65,84.58
13.21,45.87,1008.58,85.66
27.32,76.09,1007.77,74.64
8.51,42.32,1015.08,84.89
8.22,41.03,1021.76,82.97
24.98,58.05,1011.69,69.97
23.25,56.9,1006.82,76.37
24.39,60.84,1018.5,61.73
23.18,51.3,1012.04,78.64
10.17,40.46,1018.54,68.21
13.9,44.0,1025.1,87.17
30.59,70.04,1010.28,50.56
11.68,40.23,1018.49,83.43
19.59,59.87,1018.28,84.83
19.62,68.63,1012.26,68.05
25.69,59.54,1004.05,81.69
22.4,68.31,1009.52,83.5
27.21,64.05,1010.08,76.69
26.35,64.05,1009.81,81.24
24.86,60.77,1016.85,71.24
18.61,67.71,1004.07,84.49
30.53,65.18,1012.69,41.85
18.41,44.89,1009.75,77.24
30.88,69.51,1011.48,46.58
32.67,67.83,1007.81,42.16
24.11,68.63,1014.34,45.28
23.01,58.79,1009.71,84.22
6.16,38.5,1012.83,93.68
15.75,39.39,1014.38,76.29
27.33,66.17,1011.06,64.55
11.49,35.76,1019.08,60.04
26.13,57.32,1012.27,45.78
26.74,69.89,1013.96,51.82
7.92,36.08,1021.01,81.84
16.68,53.16,1014.32,78.02
7.41,39.16,1015.23,90.66
24.34,66.05,1019.26,74.58
14.05,39.59,1011.2,94.54
21.41,59.43,1010.27,74.54
27.0,73.42,1012.2,87.28
30.49,70.32,1011.34,66.33
19.05,62.96,1020.48,83.04
16.84,45.01,1016.14,75.74
27.44,66.56,1005.51,69.28
17.79,46.21,1010.38,85.25
24.8,65.48,1018.56,62.05
5.17,39.33,1009.68,94.19
16.55,46.18,1009.97,96.54
23.5,50.23,1017.51,75.15
25.21,63.21,1012.24,85.14
9.75,40.81,1026.0,84.44
10.16,41.55,1005.69,58.04
8.55,35.77,1016.15,73.32
18.68,43.69,1016.68,48.88
16.09,44.71,1017.86,42.74
24.04,68.94,1007.62,69.11
30.76,59.57,1010.66,61.76
8.16,39.3,1019.39,85.38
26.52,71.64,1008.27,75.3
23.94,51.95,1008.18,71.87
21.49,61.27,1019.81,63.21
14.04,40.56,1018.4,65.79
5.9,45.87,1013.25,87.0
26.8,72.58,1008.94,78.24
6.13,39.48,1005.17,53.5
14.66,42.77,1019.37,79.79
25.71,71.14,1010.02,66.39
28.71,70.32,1011.78,76.53
9.0,39.18,1024.38,84.91
12.68,41.4,1021.59,78.57
18.97,43.43,1012.72,75.69
16.58,43.99,1021.81,79.29
19.82,41.67,1012.92,51.92
14.49,44.84,1024.09,86.55
13.74,34.03,1018.69,67.34
25.14,69.13,1011.15,85.67
25.41,66.49,1014.06,51.09
6.14,38.5,1012.4,75.35
25.59,72.43,1007.88,82.98
10.8,41.62,1012.84,93.84
28.47,67.69,1004.79,56.51
23.21,73.42,1010.34,88.29
10.42,43.79,1016.22,90.75
22.73,63.73,1009.12,94.8
12.83,41.67,1012.84,84.29
25.46,70.32,1010.65,64.7
27.18,61.41,1012.17,46.11
10.58,42.34,1022.32,94.01
12.43,41.62,1011.87,80.57
16.32,43.56,1014.4,59.77
32.33,67.83,1008.11,57.48
15.45,46.63,1012.6,85.47
15.2,39.0,1016.1,72.76
28.59,68.08,1013.2,42.96
28.98,62.66,1009.1,52.62
19.41,46.63,1013.23,86.28
21.87,61.45,1011.13,92.22
26.68,68.08,1011.41,67.33
28.07,74.33,1012.0,71.69
13.53,38.73,1004.86,85.38
28.57,51.43,1012.02,47.79
30.86,70.32,1011.88,62.68
16.52,42.24,1017.51,67.65
14.82,42.74,1028.04,69.81
32.09,79.74,1006.92,61.5
21.11,59.39,1013.87,85.29
17.62,43.52,1021.01,71.52
25.56,70.32,1009.07,90.63
14.57,25.88,1008.92,69.16
12.52,41.44,1016.08,68.94
29.12,66.56,1006.9,49.79
11.09,40.43,1025.47,74.97
20.6,45.38,1014.93,75.78
9.44,41.79,1020.16,72.26
12.5,41.38,1021.87,57.59
4.15,39.9,1007.62,95.69
18.56,42.18,1001.46,99.59
20.21,58.12,1015.36,79.18
9.78,40.03,1017.33,92.11
29.23,66.51,1011.11,53.12
26.36,54.5,1015.35,66.87
25.88,61.47,1007.93,68.71
28.33,68.14,1004.63,71.21
29.72,77.95,1014.9,72.73
14.45,43.34,1015.47,83.33
7.06,41.74,1021.95,90.38
11.72,40.55,1021.54,85.13
13.73,45.08,1023.55,81.64
28.29,68.67,1005.46,69.22
12.8,44.34,1016.52,86.73
27.94,69.84,1003.11,70.47
30.93,71.85,1008.63,58.47
30.34,71.25,1000.94,67.29
10.72,35.76,1019.71,62.26
7.94,43.65,1018.75,59.45
12.74,44.03,1007.62,97.64
26.02,59.57,1011.16,76.93
12.5,43.67,1013.99,90.91
24.49,65.61,1014.71,63.47
16.97,50.9,1012.31,82.65
32.21,71.85,1008.25,58.09
25.67,68.3,1017.16,74.19
10.27,40.64,1020.63,84.6
6.15,40.77,1022.42,88.57
24.94,67.69,1008.86,68.97
29.25,72.99,1006.85,61.15
8.25,41.26,1020.59,91.84
20.84,59.8,1016.96,75.05
25.1,60.37,1005.83,72.53
30.56,71.25,1000.3,70.55
21.36,59.54,1007.99,92.62
26.95,72.24,1011.16,73.14
29.54,72.29,1011.0,42.0
9.96,39.66,1015.23,82.98
11.87,40.67,1011.43,62.92
21.12,62.52,1015.62,78.98
18.21,49.69,1013.54,80.16
7.84,43.52,1022.23,96.51
13.45,42.44,1012.79,83.12
23.59,71.73,1009.69,87.06
13.64,34.03,1018.32,62.2
25.35,74.33,1015.29,77.84
34.33,74.34,1001.74,42.75
15.17,36.71,1013.5,77.44
31.38,68.27,1006.79,52.79
28.75,70.02,1010.33,46.55
23.59,59.43,1009.96,65.8
25.1,43.77,1010.9,49.68
19.77,56.65,1020.67,66.33
12.11,38.28,1013.56,93.21
25.14,60.93,1007.44,76.71
12.02,43.69,1016.12,74.07
10.82,39.96,1025.53,95.89
28.22,51.43,1006.06,63.72
12.23,41.58,1018.76,87.66
9.66,41.82,1033.19,73.19
31.18,70.36,1006.38,56.74
13.07,40.83,1010.0,84.84
33.42,68.51,1011.91,45.83
21.06,50.59,1016.42,66.12
22.01,49.39,1019.6,75.8
25.21,70.04,1009.51,76.13
29.34,74.34,998.58,81.55
25.83,70.47,1006.24,81.83
28.41,74.16,1010.29,72.09
21.94,64.69,1007.39,77.58
23.62,56.85,1011.11,64.44
17.59,65.48,1018.96,81.34
19.13,58.66,1013.32,74.86
11.48,37.92,1008.47,70.55
8.8,42.32,1017.91,86.8
8.81,43.56,1014.99,81.5
28.85,58.33,1013.78,41.39
25.38,71.73,1009.97,72.6
26.78,73.06,1007.99,90.47
23.7,70.04,1011.13,84.16
9.75,52.72,1026.03,78.53
26.23,63.56,1013.57,65.81
30.62,66.54,1004.11,55.36
10.75,40.81,1015.93,79.27
18.36,53.16,1013.31,83.18
12.85,40.92,1023.04,84.04
28.53,69.84,1004.46,68.03
23.05,65.94,1010.99,69.73
13.06,41.78,1012.3,55.31
10.33,44.92,1025.34,85.67
10.54,41.93,1016.64,93.52
23.99,58.62,1016.91,66.36
19.99,40.79,1003.15,87.55
23.33,72.99,1009.33,89.41
32.96,73.03,1013.56,54.03
23.86,66.54,1005.23,90.89
18.9,58.46,1016.74,87.65
23.97,44.57,1007.35,62.71
18.67,44.06,1017.13,77.18
24.19,47.45,1008.26,64.25
17.48,40.89,1011.39,62.45
9.98,39.66,1017.32,77.78
6.38,40.07,1018.53,60.2
22.19,62.96,1019.54,67.96
31.33,65.18,1011.97,36.62
14.65,41.92,1030.61,63.07
16.49,41.93,1022.92,44.98
22.91,68.63,1014.92,55.82
5.91,39.33,1010.18,95.53
24.93,70.32,1007.34,61.25
15.21,43.56,1012.92,56.61
30.35,71.32,1009.17,64.61
22.41,70.98,1005.67,95.03
7.29,39.37,1019.24,73.46
28.18,67.17,1006.84,75.55
7.01,40.72,1024.0,86.37
14.02,41.78,1011.26,48.62
20.53,54.9,1016.61,61.28
11.69,35.76,1019.02,55.6
26.94,71.14,1011.63,62.74
18.36,53.16,1013.14,79.89
23.9,61.41,1011.95,67.87
20.76,51.19,1009.0,87.23
21.83,63.07,1011.57,87.02
26.18,52.36,1013.46,56.65
24.24,68.3,1018.03,81.51
11.6,40.27,1008.55,72.12
22.84,71.25,1001.9,96.45
8.61,37.49,1009.35,82.62
11.6,40.96,1023.95,86.83
32.06,69.88,1006.88,63.53
25.34,69.48,1008.4,74.79
22.67,60.77,1017.56,79.43
26.9,60.93,1007.1,67.32
8.28,40.56,1023.29,79.44
5.71,41.31,1003.24,89.48
25.41,68.94,1007.21,69.2
9.37,40.11,1024.94,75.03
6.24,35.77,1019.24,70.7
26.68,49.02,1008.4,68.01
15.26,46.18,1013.68,98.58
30.56,72.39,999.96,69.81
19.68,56.65,1020.75,67.25
26.31,68.51,1013.26,68.66
10.36,41.46,1017.53,92.04
27.02,61.86,1012.38,70.28
12.71,43.02,1012.25,62.68
18.33,52.08,1001.78,100.09
20.1,57.17,1011.96,87.68
14.07,46.18,1017.77,87.83
16.46,48.6,1006.08,89.0
24.03,45.87,1007.55,52.48
24.16,66.05,1016.45,73.27
28.73,73.91,1004.91,70.17
29.63,69.71,1009.04,67.26
32.41,72.86,1003.69,58.04
18.35,62.1,1019.97,78.36
11.6,39.1,1009.81,100.09
11.51,41.06,1021.3,78.11
24.77,71.94,1006.77,88.86
29.42,56.9,1006.51,53.6
21.28,70.32,1011.55,88.05
22.18,59.39,1014.82,85.31
6.9,40.62,1018.48,78.84
29.3,67.69,1007.17,55.5
21.19,50.16,1005.81,84.27
23.11,68.3,1017.83,86.62
13.61,41.74,1021.66,62.83
24.85,58.05,1011.5,70.12
24.22,62.08,1022.53,60.79
24.75,58.79,1009.87,71.97
23.38,59.07,1009.29,92.4
25.37,59.14,1017.27,78.07
15.3,43.67,1011.75,95.31
25.77,58.59,1012.51,55.84
12.65,44.03,1007.13,85.23
25.99,71.32,1007.17,83.23
22.78,71.77,1005.26,89.23
19.4,39.53,1007.96,63.38
19.88,44.6,1015.52,37.85
12.68,41.16,1020.09,83.32
24.84,71.73,1009.84,82.41
24.84,56.89,1012.15,67.24
24.43,65.18,1012.57,77.83
27.62,63.9,1013.11,43.56
21.71,58.05,1013.07,85.75
29.17,74.34,1004.51,82.02
7.7,40.72,1022.81,81.97
7.8,43.65,1018.92,60.77
13.25,34.03,1018.94,72.1
15.59,52.75,1024.3,59.93
11.67,42.74,1025.92,79.57
16.26,44.89,1010.48,86.57
8.76,40.96,1025.21,90.72
30.71,71.85,1008.07,72.05
29.97,69.14,1007.92,66.74
23.04,63.86,1019.83,59.78
9.04,44.68,1023.14,90.73
7.07,37.49,1010.35,87.19
29.23,72.99,1007.04,63.47
14.16,44.06,1018.92,76.34
13.73,41.78,1011.75,49.65
15.12,52.05,1014.63,80.38
27.81,66.51,1016.11,48.48
31.09,59.57,1010.67,60.5
28.84,74.67,1016.52,67.43
18.85,41.1,1001.95,61.75
30.75,71.25,1000.07,65.47
29.44,65.51,1014.82,56.49
23.76,70.32,1012.13,78.84
11.18,39.61,1018.56,68.0
33.75,64.96,1002.54,39.28
25.08,58.49,1011.1,64.47
34.61,73.03,1013.61,36.91
27.82,76.09,1007.83,76.07
17.67,45.09,1014.26,51.92
18.13,49.39,1021.29,82.52
26.0,69.88,1007.99,87.07
32.21,70.94,1006.76,47.56
13.52,41.48,1014.46,67.12
5.98,38.91,1016.5,91.83
8.41,39.16,1015.47,93.42
19.78,62.1,1019.72,78.36
15.97,52.72,1024.72,65.97
28.29,69.13,1009.29,58.18
5.64,40.62,1015.76,85.98
16.17,41.79,1005.78,78.8
30.66,70.98,1007.6,72.08
11.84,40.05,1014.54,86.78
9.68,41.48,1018.24,71.04
24.26,47.93,1003.87,70.44
5.66,35.79,1013.86,94.42
29.07,72.51,1009.24,58.38
7.09,43.65,1019.6,72.1
22.32,70.47,1010.97,83.16
19.98,56.53,1020.22,73.53
6.67,36.08,1022.31,83.51
16.43,41.79,1005.47,76.89
10.28,41.46,1018.44,85.23
22.24,64.27,1012.97,89.54
23.31,68.63,1014.73,51.57
16.0,43.34,1013.89,78.39
15.8,53.82,1015.87,68.48
32.21,68.14,1003.34,62.44
22.92,60.37,1007.05,89.94
22.45,57.76,1017.55,58.6
14.01,45.08,1023.28,82.49
24.99,60.37,1005.66,74.87
8.35,40.46,1019.23,73.26
31.71,73.5,1010.63,40.17
15.09,39.52,1017.05,72.43
22.36,59.44,1013.1,84.74
17.3,58.59,1015.52,87.17
14.07,43.34,1015.79,86.0
18.18,50.16,1010.22,99.73
25.36,60.07,1015.06,66.11
24.96,70.47,1007.73,76.48
30.97,74.22,1007.93,49.74
21.92,49.02,1009.29,88.56
20.17,58.12,1015.41,79.47
19.31,67.71,1005.31,77.15
13.64,44.88,1019.85,56.86
28.44,67.07,1006.08,50.42
10.63,40.67,1017.13,66.12
29.19,70.32,1008.28,55.42
20.25,44.78,1007.93,40.16
9.42,41.4,1029.21,86.4
23.14,60.27,1018.51,80.54
13.72,54.3,1017.89,79.08
20.58,39.53,1005.68,62.09
11.58,40.66,1017.0,97.13
24.48,69.13,1002.88,69.43
26.45,74.33,1013.81,61.7
24.17,48.41,1008.46,76.19
33.95,80.18,1010.3,56.69
20.09,61.27,1020.05,70.71
25.52,69.75,1010.36,90.06
15.39,39.31,1008.78,66.67
13.1,41.48,1009.0,87.41
7.77,40.27,1010.25,83.65
11.05,40.71,1024.91,76.42
25.23,66.44,1011.37,51.3
29.28,74.33,1011.66,72.37
31.88,66.44,1009.25,64.06
11.36,38.25,1013.22,86.16
16.78,58.95,1017.74,96.24
5.17,35.57,1026.68,79.86
15.69,39.3,1019.03,60.57
31.26,70.36,1006.49,60.47
26.82,60.96,1012.25,57.41
17.01,44.2,1019.18,61.23
28.52,57.82,1004.81,57.82
11.36,40.75,1016.34,85.19
15.06,39.3,1019.63,63.32
32.16,76.2,1008.04,51.74
15.41,42.44,1012.6,86.74
19.7,43.79,1015.93,47.39
29.82,66.51,1010.98,43.57
13.56,40.75,1016.05,74.64
16.52,43.7,1015.08,58.36
7.14,41.22,1016.6,97.09
24.9,58.49,1011.06,65.14
8.73,41.92,1029.41,89.72
6.11,38.68,1017.53,79.23
12.15,38.78,1013.34,95.05
16.74,41.16,1006.87,74.24
10.15,41.17,1019.38,82.3
15.11,43.13,1014.99,46.91
13.79,40.0,1016.02,70.17
31.07,73.5,1010.58,43.66
24.8,68.3,1018.01,80.41
24.05,61.87,1009.64,54.54
14.04,44.21,1021.93,86.12
14.64,45.0,1021.78,41.25
24.54,60.23,1011.55,72.78
13.51,40.1,1014.29,86.34
23.09,70.47,1010.76,79.89
16.45,41.48,1016.64,45.21
5.82,40.62,1016.79,85.04
7.71,40.77,1021.93,87.04
21.27,57.5,1014.53,80.76
13.67,54.3,1015.92,75.42
26.42,59.27,1012.9,65.38
9.36,44.03,1010.3,87.2
7.09,43.13,1017.91,92.37
27.18,64.79,1016.27,63.7
3.26,41.31,996.32,100.0
25.17,72.39,1001.69,90.51
8.68,39.61,1021.54,77.98
7.53,43.65,1018.58,64.85
28.61,68.12,1012.23,46.45
18.18,44.63,1020.41,48.64
30.74,79.05,1005.78,73.19
22.99,60.95,1015.14,69.86
12.31,41.06,1021.19,74.38
14.19,43.71,1024.38,83.03
14.74,42.77,1017.71,76.59
10.94,40.81,1026.03,80.79
25.42,69.71,1009.29,82.5
26.12,68.94,1007.12,67.08
29.1,73.9,1007.47,59.48
31.26,68.94,1005.94,39.49
22.89,65.34,1015.53,61.0
21.47,60.77,1018.06,85.73
32.4,68.14,1004.44,34.53
22.57,62.4,1009.77,86.05
22.35,66.44,1011.19,65.41
17.52,44.05,1008.87,85.67
21.06,62.91,1011.92,75.52
8.73,39.42,1025.63,69.87
18.03,53.16,1013.1,81.42
21.07,67.07,1004.64,86.16
5.53,35.79,1011.19,94.01
30.21,69.4,1003.69,62.89
29.03,43.21,1011.83,65.23
26.97,71.58,1010.13,75.16
7.97,39.04,1018.51,65.17
31.95,70.8,1008.38,66.26
29.15,73.42,1011.43,66.49
23.68,68.12,1011.18,72.45
31.97,69.04,1008.5,47.69
24.87,60.37,1005.48,76.21
17.57,44.06,1015.43,72.75
27.09,59.15,1013.02,55.18
19.68,68.28,1002.62,71.57
25.04,65.48,1017.66,57.08
33.63,70.4,1004.02,53.6
29.28,77.17,1009.4,76.3
25.75,60.95,1014.75,53.3
32.33,69.89,1014.18,50.93
12.19,44.63,1018.96,80.91
24.42,64.79,1016.12,69.32
10.2,41.46,1019.12,83.26
14.46,42.86,1031.34,69.84
23.99,67.69,1007.9,78.57
21.85,63.86,1020.16,68.84
26.2,71.14,1007.92,72.95
18.43,44.63,1019.76,39.99
27.01,63.78,1016.72,47.89
26.61,72.43,1007.71,75.82
24.91,71.29,1008.29,69.06
29.97,70.32,1007.44,53.26
4.11,38.44,1015.9,81.79
16.62,52.05,1011.96,67.81
10.66,41.93,1016.12,94.16
16.41,41.48,1016.28,45.19
34.14,74.34,1000.19,43.56
26.91,70.47,1007.55,72.59
18.74,44.34,1019.4,55.16
20.31,49.69,1011.57,69.03
16.72,53.82,1015.46,66.9
20.62,43.43,1009.93,64.02
15.81,54.3,1017.8,68.45
28.69,58.33,1013.67,34.1
23.67,63.86,1019.67,57.95
24.82,59.27,1012.76,72.34
11.22,41.93,1023.13,69.35
18.74,45.09,1014.24,41.54
19.95,58.46,1017.45,89.46
8.83,43.56,1014.9,81.55
8.57,41.17,1020.18,72.47
12.98,39.64,1013.95,74.39
20.61,48.78,1020.8,85.05
10.12,40.0,1021.15,91.67
25.47,70.36,1005.79,77.73
26.72,65.61,1014.41,52.01
12.25,48.79,1017.44,88.91
14.35,46.18,1016.63,87.76
21.96,58.79,1010.51,87.32
8.7,36.24,1013.34,89.5
23.25,59.87,1018.69,66.4
10.45,39.61,1020.23,73.39
32.14,75.08,1005.35,49.92
13.26,41.74,1021.89,63.32
22.48,50.32,1008.47,83.58
26.08,48.6,1003.61,57.8
23.47,60.77,1017.19,75.36
22.08,55.5,1018.42,58.46
19.65,57.85,1011.73,93.89
26.89,56.85,1012.27,43.84
13.14,43.71,1024.47,87.42
13.42,40.35,1011.2,77.0
22.44,63.86,1020.0,64.83
9.19,42.44,1014.38,94.24
27.97,58.84,1002.25,57.88
33.34,69.88,1007.65,42.72
31.49,73.5,1010.71,40.16
18.68,62.1,1019.78,83.67
10.61,41.58,1021.08,93.06
8.42,37.49,1009.22,82.15
12.51,41.92,1031.21,64.66
27.38,70.04,1011.18,72.26
29.19,67.51,1011.48,55.55
14.72,40.83,1009.65,80.98
19.73,69.51,1013.14,61.84
25.36,74.99,1002.21,65.96
18.62,65.48,1018.45,73.39
11.23,43.67,1012.57,72.1
24.13,45.61,1012.63,71.36
30.58,65.18,1011.61,37.43
21.51,48.92,1010.36,38.27
28.9,71.94,1007.29,64.77
15.48,53.82,1016.1,64.77
20.7,58.16,1016.73,68.19
20.24,58.41,1013.73,99.59
24.47,70.94,1008.07,81.55
14.01,39.0,1016.73,79.23
27.35,66.05,1017.62,55.26
18.23,58.96,1015.55,69.61
29.57,67.83,1009.19,55.74
26.76,48.41,1010.53,47.38
28.76,60.23,1010.03,58.24
20.13,60.07,1014.79,63.57
3.6,35.19,1018.73,99.1
25.73,62.66,1010.15,54.66
9.87,41.82,1033.04,68.57
12.42,38.25,1012.76,82.23
24.88,63.91,1009.41,77.75
15.55,43.71,1024.34,79.61
23.34,73.5,1011.43,89.74
10.59,41.54,1019.94,72.52
31.3,70.79,1004.3,54.37
10.86,37.5,1013.36,75.56
24.98,71.98,1006.59,90.61
11.01,42.02,995.24,98.62
14.31,40.78,1024.3,76.41
10.9,40.67,1016.66,65.09
22.25,60.77,1017.8,82.19
11.22,41.66,1008.96,72.38
7.84,40.07,1016.68,47.63
29.0,69.68,1012.78,66.09
14.74,43.99,1023.13,86.31
23.42,58.79,1009.74,81.54
25.68,59.44,1012.33,67.29
13.74,38.73,1004.34,82.82
7.89,40.46,1019.61,74.53
21.43,63.47,1011.95,94.47
16.58,46.18,1010.4,96.29
